3.17.2-PTU 8121594,Outpost Index,Time Index,Waypoint Name,,Cartesian Coordinate (x y z) in km,,,"Rotation Quaternion (w,x,y,z)",,,,QTMarker,OM Radius,Body Radius,Arrival Radius,Time Lines,Rotation Speed,Rotation Adjust,Orbital Radius,Orbital Speed,Orbital Angle,Grid Radius,Adjustment Date,,,Body Selection
Daymar 33,Daymar 44,,ArcCorp Racetrack ARC-152/7,ARC Race,-21.248,174.903,-237.073,-0.31415081,0.94244403,0.11449246,-0.00000005,FALSE,0.000,0.000,,,,,,,,,,,,
Daymar,Daymar 49,,Reclaimer Hijack Spawn Point,Hijack 2B,-410.234,832.275,75.766,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
Daymar,Daymar 00,,Trading Terminals,,,,,,,,,,,,,,,,,,,,,,,
Daymar,Daymar 26,,Caves,,,,,,,,,,,,,,,,,,,,,,,
Daymar,Daymar 34,,Wrecks,,,,,,,,,,,,,,,,,,,,,,,
Daymar,Daymar 16,,Other Facilities,,,,,,,,,,,,,,,,,,,,,,,
Daymar,Daymar 42,,Scramble Racetracks,,,,,,,,,,,,,,,,,,,,,,,
Daymar,Daymar 20,,Emergency Shelters,,,,,,,,,,,,,,,,,,,,,,,
Daymar,Daymar 08,,Underground Bunker Facilities,,,,,,,,,,,,,,,,,,,,,,,
Daymar,Daymar 46,,Comm Array,,,,,,,,,,,,,,,,,,,,,,,
Euterpe R01,,,OM-1,OM1,0.000,0.000,314.061,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Euterpe R02,,,OM-2,OM2,0.000,0.000,-314.061,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Euterpe R03,,Euterpe 09,OM-3,OM3,0.000,314.061,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Euterpe R04,,Euterpe 25,OM-4,OM4,0.000,-314.061,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Euterpe R05,,Euterpe 17,OM-5,OM5,314.061,0.000,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Euterpe R06,,Euterpe 07,OM-6,OM6,-314.061,0.000,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Euterpe 01,Euterpe 27,Euterpe 15,Comm Array ST4-64,ST4-64,362.788,88.702,24.000,1.00000000,0.00000000,0.00000000,0.00000000,TRUE,0.000,0.000,,,,,,,,,,,,
Euterpe 02,Euterpe 01,Euterpe 22,Bud's Growery,Growery,50.173,-172.259,115.271,0.87655830,0.46628827,0.11095330,0.04370569,TRUE,0.000,0.000,,,,,,,,,,,,
Euterpe 03,Euterpe 02,Euterpe 10,Devlin Scrap & Salvage,Devlin Scrap,14.506,211.267,25.886,0.74845874,-0.66230768,0.02606825,-0.02187387,TRUE,0.000,0.000,,,,,,,,,,,,
Euterpe 04,Euterpe 05,Euterpe 12,Euterpe Cave N02 [F] DEV-265/131,Cave N02,136.390,163.644,11.151,0.72535259,-0.52879500,0.44072607,0.00000000,FALSE,0.000,0.000,,,,,,,,,,,,
Euterpe 05,Euterpe 06,Euterpe 04,Euterpe Cave N10 [F] BUD-276/269,Cave N10,-192.561,-82.292,40.531,0.62390274,-0.14184543,-0.62037760,0.45360431,FALSE,0.000,0.000,,,,,,,,,,,,
Euterpe 06,Euterpe 07,Euterpe 05,Euterpe Cave N12 [F] BUD-277/268,Cave N12,-192.196,-80.447,45.437,0.77880293,0.24215059,-0.57864422,0.00005810,FALSE,0.000,0.000,,,,,,,,,,,,
Euterpe 07,Euterpe 08,Euterpe 08,Euterpe Cave S38 [F] DEV-164/173,Cave S38,-33.199,162.934,-133.722,-0.43204072,0.88369638,0.18005976,-0.00000002,FALSE,0.000,0.000,,,,,,,,,,,,
Euterpe 08,Euterpe 09,Euterpe 19,Euterpe Cave S51 [F] BUD-154/308,Cave S51,114.707,-65.951,-167.163,0.32845253,0.44968489,0.83056122,-0.00839693,FALSE,0.000,0.000,,,,,,,,,,,,
Euterpe 09,Euterpe 12,Euterpe 11,Caterpillar A Wreck DEV-217/91,Caterpillar A,67.368,196.703,-47.203,0.53758407,-0.76551360,-0.15711607,-0.31671253,FALSE,0.000,0.000,,,,,,,,,,,,
Euterpe 12,Euterpe 15,Euterpe 16,Caterpillar D Wreck DEV-250/272,Caterpillar D,200.332,34.467,-65.065,0.58955586,-0.13714263,0.79599988,-0.00013922,FALSE,0.000,0.000,,,,,,,,,,,,
Euterpe 13,Euterpe 16,Euterpe 18,Caterpillar E Wreck BUD-145/295,Caterpillar E,145.497,-63.948,-142.486,0.40616801,0.43877918,0.80077505,0.03549229,FALSE,0.000,0.000,,,,,,,,,,,,
Euterpe 11,Euterpe 14,Euterpe 14,Caterpillar C Wreck DEV-240/246,Caterpillar C,180.074,69.715,-90.120,0.07004713,0.74016160,0.40449840,0.53257418,FALSE,0.000,0.000,,,,,,,,,,,,
Euterpe 10,Euterpe 13,Euterpe 13,Caterpillar B Wreck DEV-248/155,Caterpillar B,145.418,152.345,-33.789,0.59930617,-0.30751076,0.69616258,0.24824768,FALSE,0.000,0.000,,,,,,,,,,,,
Euterpe 14,Euterpe 17,Euterpe 20,Freelancer A Wreck BUD-149/277,Freelancer A,138.738,-91.030,-134.409,0.42626190,0.38531366,0.81623852,-0.05990700,FALSE,0.000,0.000,,,,,,,,,,,,
Euterpe 16,Euterpe 19,Euterpe 24,Freelancer C Wreck BUD-197/196,Freelancer C,4.195,-200.346,-73.424,0.57265913,0.81973058,0.00775456,0.00657087,FALSE,0.000,0.000,,,,,,,,,,,,
Euterpe 17,Euterpe 20,Euterpe 06,Freelancer D Wreck DEV-087/312,Freelancer D,-213.175,-2.543,7.976,0.72020394,0.00827412,-0.69371307,0.00000000,FALSE,0.000,0.000,,,,,,,,,,,,
Euterpe 15,Euterpe 18,Euterpe 21,Freelancer B Wreck BUD-158/208,Freelancer B,116.976,-158.184,-82.049,0.42174688,0.83010453,-0.05817792,0.36009908,FALSE,0.000,0.000,,,,,,,,,,,,
Euterpe 20,Euterpe 23,Euterpe 02,Starfarer C Wreck BUD-227/217,Starfarer C,-87.490,-187.250,-52.153,0.61454517,0.71471483,-0.33394158,0.00000002,FALSE,0.000,0.000,,,,,,,,,,,,
Euterpe 19,Euterpe 22,Euterpe 23,Starfarer B Wreck BUD-321/7,Starfarer B,44.458,-170.185,120.272,0.88443047,0.45152003,0.11795092,0.00000000,FALSE,0.000,0.000,,,,,,,,,,,,
Euterpe 18,Euterpe 21,Euterpe 01,Starfarer A Wreck BUD-223/107,Starfarer A,-12.140,-209.638,36.040,0.76411003,0.64436352,-0.01475182,-0.02671958,FALSE,0.000,0.000,,,,,,,,,,,,
Euterpe 21,Euterpe 24,Euterpe 03,Starfarer D Wreck BUD-308/199,Starfarer D,-119.300,-77.344,158.908,-0.10573346,-0.31951949,-0.15900733,0.92814028,FALSE,0.000,0.000,,,,,,,,,,,,
Euterpe,Euterpe 00,,Trading Terminals,,,,,,,,,,,,,,,,,,,,,,,
Euterpe,Euterpe 04,,Caves,,,,,,,,,,,,,,,,,,,,,,,
Euterpe,Euterpe 11,,Wrecks,,,,,,,,,,,,,,,,,,,,,,,
Euterpe,,,Other Facilities,,,,,,,,,,,,,,,,,,,,,,,
Euterpe,,,Scramble Racetracks,,,,,,,,,,,,,,,,,,,,,,,
Euterpe,,,Emergency Shelters,,,,,,,,,,,,,,,,,,,,,,,
Euterpe,Euterpe 26,,Comm Array,,,,,,,,,,,,,,,,,,,,,,,
HUR-L1 01,HUR-L1 01,HUR-L1 01,R&R HUR-L1 Green Glade Station,R&R HUR-L1,-3998.772,-262.923,-484.614,0.99197942,-0.04662409,-0.08103520,0.08506673,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L1,HUR-L1,HUR-L1,Mining Claim #252-RDC,252-RDC,-66.819,-66.107,-42.759,-0.36620405,0.61739391,-0.51401347,-0.46958438,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L1,HUR-L1,HUR-L1,Mining Claim #564-AT7,564-AT7,-55.781,63.730,-37.199,0.30353823,0.65271920,-0.31619963,0.61793202,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L1,HUR-L1,HUR-L1,Mining Claim #5GU-TMT,5GU-TMT,-9.163,45.295,14.811,0.71990186,0.06635888,-0.28944254,0.62734431,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L1,HUR-L1,HUR-L1,Mining Claim #89K-011,89K-011,9.488,-35.195,11.452,0.01421214,0.67598528,-0.43850097,-0.59208006,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L1,HUR-L1,HUR-L1,Mining Claim #LW2-QQA,LW2-QQA,37.303,47.376,-62.666,0.66012210,-0.41652468,0.61295378,-0.12261189,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L1,HUR-L1,HUR-L1,Mining Claim #PCV-664,PCV-664,-42.695,-20.308,66.701,0.56684291,0.54140300,-0.61981881,0.03737060,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L1,HUR-L1,HUR-L1,Mining Claim #SA0-62G,SA0-62G,53.237,-60.801,-33.931,-0.35236341,0.76198953,-0.37151971,-0.39646575,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L1,HUR-L1,HUR-L1,Mining Claim #W80-8T2,W80-8T2,60.679,8.340,53.498,-0.32712084,-0.22983356,0.78262138,-0.47715017,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L1,HUR-L1,,Child Cloud S1 L1,CloudS1L1,45.724,-3.315,-27.087,0.61813784,-0.31088218,0.72111005,0.03547095,FALSE,,,,,,,,,,,,,,
HUR-L1,HUR-L1 00,,Station,,,,,,,,,,,,,,,,,,,,,,,
HUR-L1,HUR-L1,,Mining Claims,,,,,,,,,,,,,,,,,,,,,,,
HUR-L2 01,HUR-L2 01,HUR-L2 01,R&R HUR-L2 Faithful Dream Station,R&R HUR-L2,4132.733,-1967.281,-527.795,0.93648839,-0.28099328,-0.00642520,-0.20974033,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L2,HUR-L2,HUR-L2,Mining Claim #117-6KR,117-6KR,37.287,52.458,-27.731,0.60246623,0.10164773,0.48072359,-0.62897295,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L2,HUR-L2,HUR-L2,Mining Claim #117-P8P,117-P8P,-43.156,-70.020,-10.115,0.74641997,0.57320911,-0.18669920,0.28183687,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L2,HUR-L2,HUR-L2,Mining Claim #17D-NF2,17D-NF2,-37.725,4.419,61.403,0.53528851,-0.59198916,0.02854198,-0.60183084,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L2,HUR-L2,HUR-L2,Mining Claim #1P2-O6W,1P2-O6W,-14.440,52.768,40.580,0.69636416,-0.12278780,0.69636428,0.12278782,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L2,HUR-L2,HUR-L2,Mining Claim #26X-9QI,26X-9QI,59.372,-48.821,-45.117,0.62831825,0.46150300,-0.25456050,0.57221508,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L2,HUR-L2,HUR-L2,Mining Claim #407-4F2,407-4F2,-3.088,-47.753,-67.695,0.62831825,0.46150300,-0.25456050,0.57221508,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L2,HUR-L2,HUR-L2,Mining Claim #46K-104,46K-104,-65.576,7.354,-0.210,0.28680769,0.40436262,-0.32879242,0.80382073,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L2,HUR-L2,HUR-L2,Mining Claim #L7X-O1Z,L7X-O1Z,58.054,3.111,47.226,0.76996380,0.10028629,0.59889895,0.19600628,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L2,HUR-L2,,Child Cloud S1 L2,CloudS1L2,32.909,28.128,0.178,0.48481998,0.53498358,-0.21726258,0.65691638,FALSE,,,,,,,,,,,,,,
HUR-L2,HUR-L2 00,,Station,,,,,,,,,,,,,,,,,,,,,,,
HUR-L2,HUR-L2,,Mining Claims,,,,,,,,,,,,,,,,,,,,,,,
HUR-L3 01,HUR-L3 01,HUR-L3 01,R&R HUR-L3 Thundering Express Station,R&R HUR-L3,5714.048,-1553.268,1335.042,0.94471502,0.02765493,0.08265186,-0.31609720,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L3,HUR-L3,HUR-L3,Mining Claim #286-T23,286-T23,26.720,-57.933,27.226,0.52505106,0.72631985,-0.11503423,0.42842501,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L3,HUR-L3,HUR-L3,Mining Claim #3EH-MR5,3EH-MR5,6.202,-24.788,-40.239,-0.45025668,0.48750994,-0.43107545,0.61137301,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L3,HUR-L3,HUR-L3,Mining Claim #7Y5-2BL,7Y5-2BL,-32.323,33.651,-10.859,0.70861804,0.41135737,0.52479929,-0.23071909,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L3,HUR-L3,HUR-L3,Mining Claim #H29-61U,H29-61U,-64.040,51.046,-47.101,0.31352550,0.32277662,0.33361897,0.82838118,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L3,HUR-L3,HUR-L3,Mining Claim #M9Q-1JW,M9Q-1JW,-43.176,-67.421,-50.267,-0.22868471,-0.66613936,-0.22003464,0.67494178,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L3,HUR-L3,HUR-L3,Mining Claim #MHP-7R3,MHP-7R3,44.492,-0.118,20.258,0.03359165,0.11714833,-0.27358279,0.95409662,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L3,HUR-L3,HUR-L3,Mining Claim #T9P-B90,T9P-B90,43.195,31.234,-37.942,0.51459688,0.44478822,0.12403651,0.72247386,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L3,HUR-L3,HUR-L3,Mining Claim #X79-361,X79-361,22.557,58.233,56.287,0.39434427,0.87297863,0.20239267,-0.20356359,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L3,HUR-L3,,Child Cloud S1 L3,CloudS1L3,-13.979,0.333,22.762,0.84280050,-0.18919164,-0.08621965,-0.49644735,FALSE,,,,,,,,,,,,,,
HUR-L3,HUR-L3 00,,Station,,,,,,,,,,,,,,,,,,,,,,,
HUR-L3,HUR-L3,,Mining Claims,,,,,,,,,,,,,,,,,,,,,,,
HUR-L4 01,HUR-L4 01,HUR-L4 01,R&R HUR-L4 Melodic Fields Station,R&R HUR-L4,2399.286,-4056.978,666.284,-0.07356051,0.15171354,-0.34075406,-0.92491001,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L4,HUR-L4,HUR-L4,Mining Claim #K16-4PN,K16-4PN,10.429,65.794,13.972,0.75255919,0.04544205,0.65080410,-0.08968647,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L4,HUR-L4,HUR-L4,Mining Claim #P0C-84M,P0C-84M,28.009,-28.247,-74.421,0.64142954,-0.32072142,-0.61294544,0.33166820,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L4,HUR-L4,HUR-L4,Mining Claim #OXK-LWP,OXK-LWP,13.631,-71.467,-2.238,0.43820116,-0.38366622,0.62915951,-0.51472157,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L4,HUR-L4,HUR-L4,Mining Claim #5P7-CB5,5P7-CB5,-78.121,-30.883,43.354,0.61298293,0.45733169,0.58251637,-0.27527136,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L4,HUR-L4,HUR-L4,Mining Claim #U7S-YF2,U7S-YF2,67.685,27.128,18.141,0.31871417,-0.54104418,-0.48994488,0.60468709,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L4,HUR-L4,HUR-L4,Mining Claim #0A3-EB6,0A3-EB6,-66.221,29.197,-39.705,-0.12295511,0.45477164,0.87370032,-0.12129533,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L4,HUR-L4,HUR-L4,Mining Claim #5TP-9LV,5TP-9LV,2.800,-20.723,70.901,-0.01822337,0.88658226,-0.06516319,0.45759544,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L4,HUR-L4,HUR-L4,Mining Claim #IG2-PUS,IG2-PUS,47.782,44.428,-46.771,-0.34045717,0.03354106,0.93301654,0.11155295,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L4,HUR-L4,,Child Cloud S1 L4,CloudS1L4,7.986,14.970,-11.285,-0.61813784,0.31088218,-0.72111005,-0.03547095,FALSE,,,,,,,,,,,,,,
HUR-L4,HUR-L4 00,,Station,,,,,,,,,,,,,,,,,,,,,,,
HUR-L4,HUR-L4,,Mining Claims,,,,,,,,,,,,,,,,,,,,,,,
HUR-L5 01,HUR-L5 01,HUR-L5 01,R&R HUR-L5 High Course Station,R&R HUR-L5,495.238,461.677,-842.035,0.93780184,-0.21421684,0.15040553,0.22807249,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L5,HUR-L5,HUR-L5,Mining Claim #P4S-50Z,P4S-50Z,55.259,38.837,-67.276,0.48485628,0.33672363,-0.53865469,0.60115117,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L5,HUR-L5,HUR-L5,Mining Claim #69H-T0M,69H-T0M,-50.122,-50.054,-58.013,0.17106454,0.68610269,-0.26488689,0.65561801,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L5,HUR-L5,HUR-L5,Mining Claim #62W-6FF,62W-6FF,26.340,20.287,34.139,-0.27987081,-0.61543190,0.71362674,0.18344694,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L5,HUR-L5,HUR-L5,Mining Claim #PY9-010,PY9-010,48.331,-59.842,52.995,0.62372690,0.56831044,0.47688788,-0.24610153,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L5,HUR-L5,HUR-L5,Mining Claim #9R4-US2,9R4-US2,-54.186,-49.477,50.206,0.61153328,-0.38560241,0.61153316,-0.32150429,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L5,HUR-L5,HUR-L5,Mining Claim #H08-C6Q,H08-C6Q,-42.565,66.365,30.750,-0.42257288,0.72810698,0.41318852,-0.34722853,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L5,HUR-L5,HUR-L5,Mining Claim #2ZK-92P,2ZK-92P,-73.400,27.076,-9.039,-0.37263492,0.79554641,0.41687927,0.23336843,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L5,HUR-L5,HUR-L5,Mining Claim #031-L6W,031-L6W,65.488,-53.752,-57.774,-0.28290159,0.68448383,0.12980327,-0.65924180,TRUE,0.000,0.000,,,,,,,,,,,,
HUR-L5,HUR-L5,,Child Cloud S1 L5,CloudS1L5,-0.151,6.533,41.323,0.31088218,0.61813796,0.03547100,-0.72110993,FALSE,,,,,,,,,,,,,,
HUR-L5,HUR-L5 00,,Station,,,,,,,,,,,,,,,,,,,,,,,
HUR-L5,HUR-L5,,Mining Claims,,,,,,,,,,,,,,,,,,,,,,,
Hurston R01,,,OM-1,OM1,0.000,0.000,1436.815,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston R02,,,OM-2,OM2,0.000,0.000,-1436.815,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston R03,,Hurston 37,OM-3,OM3,0.000,1436.815,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston R04,,Hurston 61,OM-4,OM4,0.000,-1436.815,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston R05,,Hurston 48,OM-5,OM5,1436.815,0.000,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston R06,,Hurston 19,OM-6,OM6,-1436.815,0.000,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 28,Hurston 76,Hurston 52,Comm Array ST1-61,ST1-61,919.253,-771.345,24.000,0.92387950,0.00000001,0.00000002,-0.38268349,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 01,Hurston 01,Hurston 08,Lorville,Lorville,-328.989,-752.435,572.120,0.63022745,0.17366172,-0.43397909,0.61993319,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 03,Hurston 03,Hurston 10,Everus Harbor,Everus,-507.742,-903.464,496.489,0.75512338,0.49328524,0.14453092,0.40690193,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 59,Hurston,,City Gate 1,Gate 1,,,,,,,,,,,,,,,,,,,,,,
Hurston 60,Hurston,,City Gate 2,Gate 2,,,,,,,,,,,,,,,,,,,,,,
Hurston 61,Hurston,,City Gate 3,Gate 3,,,,,,,,,,,,,,,,,,,,,,
Hurston 62,Hurston,,City Gate 4,Gate 4,,,,,,,,,,,,,,,,,,,,,,
Hurston 63,Hurston,,City Gate 5,Gate 5,,,,,,,,,,,,,,,,,,,,,,
Hurston 64,Hurston,,City Gate 6,Gate 6,,,,,,,,,,,,,,,,,,,,,,
Hurston 04,Hurston 06,Hurston 07,HDMS Edmond,Edmond,-284.480,-730.502,620.924,0.87533385,0.43138638,-0.05883062,-0.21032229,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 05,Hurston 07,Hurston 53,HDMS Hadley,Hadley,626.167,-583.971,-518.485,0.49092522,0.59416211,0.63715291,-0.00002268,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 06,Hurston 08,Hurston 17,HDMS Oparei,Oparei,-556.126,-72.591,-828.071,0.14667581,0.88279903,-0.36694711,-0.25397226,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 07,Hurston 09,Hurston 46,HDMS Pinewood,Pinewood,985.564,90.029,149.896,0.75820613,-0.05931697,0.64931113,-0.00000433,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 08,Hurston 10,Hurston 22,HDMS Stanhope,Stanhope,-648.608,198.313,735.121,0.93138754,-0.10643835,-0.34812084,0.00000003,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 09,Hurston 11,Hurston 38,HDMS Thedus,Thedus,443.322,891.525,101.509,-0.39083749,0.56979549,0.35301629,0.63083965,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 29,Hurston 34,Hurston 03,HDES Calthrope (NA) [F],Calthrope,-203.376,-806.580,557.779,0.67609769,0.42366174,0.20505020,-0.56688368,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 11,Hurston 15,Hurston 50,Security Depot Hurston-1 / HDSRO Bramen,Security,766.550,-74.234,-640.243,0.38310567,-0.31016597,0.85055047,-0.18327849,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 12,Hurston 16,Hurston 04,HDSF Adlai,Adlai,-236.846,-810.890,537.736,0.81280375,0.47875834,0.04793745,-0.32839394,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 13,Hurston 17,Hurston 27,HDSF Barnabas,Barnabas,-895.863,365.602,-252.538,-0.32563946,0.77938205,0.13720708,-0.51739424,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 14,Hurston 18,Hurston 32,HDSF Breckinridge,Breckinridge,-557.599,680.528,-477.825,-0.24786805,-0.15408573,0.84551138,0.44713482,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 15,Hurston 19,Hurston 44,HDSF Colfax,Colfax,902.272,383.795,-203.763,0.37949225,0.38775539,0.67184752,0.50423437,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 16,Hurston 20,Hurston 28,HDSF Damaris,Damaris,-898.695,420.101,-141.747,-0.39536715,0.73878258,0.15787476,-0.52245641,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 17,Hurston 21,Hurston 41,HDSF Elbridge,Elbridge,449.413,838.666,310.624,0.80887443,-0.52747756,0.25806338,-0.02988052,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 18,Hurston 22,Hurston 58,HDSF Hendricks,Hendricks,63.555,-969.070,-242.520,-0.38850603,-0.53639555,0.57742709,-0.47741055,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 19,Hurston 23,Hurston 16,HDSF Hiram,Hiram,-942.480,-317.031,122.747,-0.09200458,-0.64899331,-0.13248308,0.74349922,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 20,Hurston 24,Hurston 35,HDSF Hobart,Hobart,-492.220,768.371,410.823,0.83967155,-0.45196256,-0.30077717,-0.01465194,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 21,Hurston 25,Hurston 12,HDSF Ishmael,Ishmael,-266.171,-159.479,952.333,0.98762441,0.08060911,-0.13453680,0.00000000,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 22,Hurston 26,Hurston 31,HDSF Millerand,Millerand,-847.551,517.597,126.804,0.75055337,-0.34445232,-0.56393462,0.00005512,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 23,Hurston 27,Hurston 20,HDSF Rufus,Rufus,-64.794,11.531,-998.425,-0.03290437,0.17512225,0.98399669,-0.00000008,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 24,Hurston 28,Hurston 51,HDSF Sherman,Sherman,899.380,-406.057,168.518,0.61454821,0.56278962,0.31480154,0.45442092,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 25,Hurston 29,Hurston 57,HDSF Tamar,Tamar,121.122,-810.963,-573.527,0.45265627,0.88565421,-0.04689268,0.09230374,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 26,Hurston 30,Hurston 39,HDSF Tompkins,Tompkins,374.762,724.551,579.815,0.88863671,-0.40735114,0.21068902,-0.00001166,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 27,Hurston 31,Hurston 42,HDSF Zacharias,Zacharias,249.567,398.572,-884.801,-0.22850421,0.94568384,-0.21724938,0.07918733,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston 10,Hurston 12,Hurston 60,Reclamation & Disposal Orinth,R&D Orinth,1.141,-794.276,607.652,-0.11910647,-0.05821295,-0.43909326,0.88860679,TRUE,0.000,0.000,,,,,,,,,,,,
Hurston,,,Edmond Platinum Bay Ground Spawn,,-284.532,-730.431,620.987,-0.46340278,-0.34428197,-0.26644677,0.77183801,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston,,,Stanhope Platinum Bay Ground Spawn,,-648.649,198.259,735.101,0.65280074,0.17373821,-0.31991309,-0.66432059,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston,,,Oparei Platinum Bay Ground Spawn,,-556.214,-72.587,-828.014,-0.28332576,-0.36499861,0.88359004,0.07596819,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston,,,Hadley Platinum Bay Ground Spawn,,626.176,-583.863,-518.593,0.34706536,-0.03052812,0.87069768,-0.34712997,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston,,,Pinewood Platinum Bay Ground Spawn,,985.536,89.994,150.090,0.53149259,0.42151082,0.49734583,0.54082471,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston,,,Thedus Platinum Bay Ground Spawn,,443.293,891.521,101.677,0.72315311,-0.65186006,0.15582715,-0.16687088,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 30,Hurston 35,Hurston 06,Hurston Cave N31 [F] ADL-252/70,Cave N31,-303.624,-801.386,518.049,0.84335041,0.40128484,-0.28338215,0.21777315,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 31,Hurston 36,Hurston 09,Hurston Cave N34 [FV] LOR-256/30,Cave N34,-357.903,-743.787,565.637,0.56695509,0.11405141,-0.45205253,0.67911905,FALSE,0.000,0.000,,,,,,,,,,,,
Hurston 33,Hurston 38,Hurston 23,Hurston Cave S11 [S] BAR-048/75,Cave S11,-928.268,318.895,-203.466,-0.02201191,0.74182332,-0.22625013,-0.63089186,FALSE,0.000,0.000,,,,,,,,,,,,
